Project ID,Project Name,Project Start Date,Project Completion Date,Building ID,Number,Street,Borough,Postcode,BBL,BIN,community_district,council_district,census_tract,NTA - Neighborhood Tabulation Area,Latitude,Longitude,Latitude (Internal),Longitude (Internal),Building Completion Date,Reporting Construction Type,Extended Affordability Only,Prevailing Wage Status,Extremely Low Income Units,Very Low Income Units,Low Income Units,Moderate Income Units,Middle Income Units,Other Income Units,Studio Units,1-BR Units,2-BR Units,3-BR Units,4-BR Units,5-BR Units,6-BR+ Units,Unknown-BR Units,Counted Rental Units,Counted Homeownership Units,All Counted Units,Total Units
44218,MEC E. 125TH ST. PARCEL B WEST,12/31/2018,02/16/2022,987329.0,2319,3 AVENUE,Manhattan,10035.0,1017907501.0,1054682.0,111,8,000242,MN1102,40.804262,-73.935383,40.803837,-73.93504,02/16/2022,New Construction,No,Non Prevailing Wage,0,101,101,0,93,2,83,70,129,15,0,0,0,0,297,0,297,404
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,927737.0,335,RALPH AVENUE,Brooklyn,11233.0,3015560003.0,3000000.0,303,41,000301,BK1601,40.677644,-73.921745,40.677474,-73.921492,09/24/2024,New Construction,No,Non Prevailing Wage,0,0,0,13,0,0,0,2,11,0,0,0,0,0,0,13,13,13
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,969695.0,35,ROCHESTER AVENUE,Brooklyn,11233.0,3017090009.0,3000000.0,303,41,000299,BK0302,40.677925,-73.927466,40.677886,-73.927181,06/11/2024,New Construction,No,Non Prevailing Wage,0,0,0,2,6,0,0,2,6,0,0,0,0,0,0,8,8,8
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,975702.0,18-22,SUYDAM PLACE,Brooklyn,11233.0,3017090028.0,3000000.0,303,41,000299,BK0302,40.677823,-73.926554,40.677782,-73.926828,03/05/2024,New Construction,No,Non Prevailing Wage,0,0,0,14,1,0,0,14,1,0,0,0,0,0,0,15,15,15
44223,ROCHESTER SUYDAM PHASE 1,06/30/2021,09/24/2024,977564.0,329,RALPH AVENUE,Brooklyn,11233.0,3015560007.0,3000000.0,303,41,000301,BK1601,40.677798,-73.92173,40.677663,-73.921474,07/24/2024,New Construction,No,Non Prevailing Wage,0,0,0,10,0,0,0,3,7,0,0,0,0,0,0,10,10,10
44225,Brook Avenue Apartments,06/27/2014,12/28/2016,927748.0,469,EAST 147 STREET,Bronx,10455.0,2022927501.0,2129098.0,201,8,000043,BX0101,40.813854,-73.9164,40.81401,-73.916234,12/23/2016,New Construction,No,Non Prevailing Wage,0,0,11,0,0,0,0,1,10,0,0,0,0,0,11,0,11,11
44225,Brook Avenue Apartments,06/27/2014,12/28/2016,955261.0,455,EAST 147 STREET,Bronx,10455.0,2022927501.0,2000000.0,201,8,000043,BX0101,40.813948,-73.916682,40.81401,-73.916234,12/28/2016,New Construction,No,Non Prevailing Wage,0,14,40,0,0,1,7,35,12,1,0,0,0,0,55,0,55,55
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,336111.0,2427,MERMAID AVENUE,Brooklyn,11224.0,3070140053.0,3426941.0,313,47,000326,BK1302,40.575896,-73.99149,40.576064,-73.992106,05/03/2017,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,336151.0,3216,MERMAID AVENUE,Brooklyn,11224.0,3070480006.0,3413815.0,313,47,000342,BK1302,40.575062,-73.998834,40.574796,-73.999075,05/04/2017,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,394346.0,2816,WEST 16 STREET,Brooklyn,11224.0,3070210016.0,3425388.0,313,47,000326,BK1302,40.57844,-73.984045,40.578473,-73.984366,05/03/2017,New Construction,No,Non Prevailing Wage,0,0,0,0,3,0,0,0,1,2,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,927137.0,2425,MERMAID AVENUE,Brooklyn,11224.0,3070140052.0,3188890.0,313,47,000326,BK1302,40.575896,-73.991476,40.576072,-73.992034,05/19/2017,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,967108.0,3566,CANAL AVENUE,Brooklyn,11224.0,3069780022.0,3413785.0,313,47,000330,BK1302,40.579028,-74.00238,40.578883,-74.00193,07/21/2017,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,967109.0,2818,WEST 16 STREET,Brooklyn,11224.0,3070210017.0,3425387.0,313,47,000326,BK1302,40.578407,-73.984038,40.578421,-73.984355,05/04/2017,New Construction,No,Non Prevailing Wage,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,1,3,3
44230,Mermaid  / West. 16th Street,06/30/2015,07/21/2017,967127.0,3568,CANAL AVENUE,Brooklyn,11224.0,3069780021.0,3413786.0,313,47,000330,BK1302,40.579028,-74.002383,40.578853,-74.001994,07/20/2017,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,0,0,1,2,0,0,0,0,2,1,3,3
44239,Home for Harlem Dowling,06/30/2014,12/29/2016,927150.0,2139,ADAM C POWELL JR BOULEVARD,Manhattan,10027.0,1019110061.0,1090253.0,110,9,000224,MN1002,40.81014,-73.947461,40.809912,-73.947125,12/29/2016,New Construction,No,Non Prevailing Wage,12,0,47,0,0,1,12,12,36,0,0,0,0,0,60,0,60,60
44256,WSFSSH. 145 WEST 108TH ST. VALLEY LODGE,12/31/2018,09/29/2021,988143.0,137,WEST 108 STREET,Manhattan,10025.0,1018637501.0,1090749.0,107,7,000193,MN0703,40.801083,-73.963173,40.801533,-73.963678,09/29/2021,New Construction,No,Non Prevailing Wage,129,0,69,0,0,1,119,53,19,8,0,0,0,0,199,0,199,199
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957381.0,1204,37 STREET,Brooklyn,11218.0,3052957501.0,3395126.0,312,39,000226,BK1202,40.64283,-73.986941,40.642852,-73.98728,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957382.0,1208,37 STREET,Brooklyn,11218.0,3052957501.0,3395127.0,312,39,000226,BK1202,40.642792,-73.986877,40.642773,-73.987147,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957383.0,1214,37 STREET,Brooklyn,11218.0,3052957501.0,3395128.0,312,39,000226,BK1202,40.642737,-73.986783,40.642682,-73.986995,05/06/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957384.0,1220,37 STREET,Brooklyn,11218.0,3052957501.0,3395129.0,312,39,000226,BK1202,40.642679,-73.986689,40.642592,-73.986844,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957387.0,1226,37 STREET,Brooklyn,11218.0,3052957501.0,3395130.0,312,39,000226,BK1202,40.642622,-73.986596,40.642501,-73.986696,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957388.0,1232,37 STREET,Brooklyn,11218.0,3052957501.0,3395131.0,312,39,000226,BK1202,40.642567,-73.986502,40.64241,-73.986545,02/15/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957389.0,1264,37 STREET,Brooklyn,11218.0,3052957501.0,3395134.0,312,39,000226,BK1202,40.642262,-73.985997,40.641903,-73.985706,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957390.0,1270,37 STREET,Brooklyn,11218.0,3052957501.0,3395135.0,312,39,000226,BK1202,40.642205,-73.985904,40.641809,-73.985551,02/15/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44265,CULVER EL PHASE I,11/25/2014,05/06/2019,957420.0,1276,37 STREET,Brooklyn,11218.0,3052957501.0,3395136.0,312,39,000226,BK1202,40.64215,-73.98581,40.641727,-73.985414,03/29/2019,New Construction,No,Non Prevailing Wage,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,4,4
44280,ELTON CROSSING (AKA MELROSE COMMONS NORTH SITE C),06/30/2015,02/27/2019,928040.0,432,EAST 162 STREET,Bronx,10451.0,2023837501.0,2127429.0,203,17,000141,BX0301,40.824462,-73.912514,40.824056,-73.912113,02/27/2019,New Construction,No,Non Prevailing Wage,15,46,137,0,0,1,7,79,95,18,0,0,0,0,199,0,199,199
44281,STANLEY COMMONS,12/31/2014,01/23/2018,980874.0,924,HENDRIX PLACE,Brooklyn,11207.0,3043750001.0,3425901.0,305,42,001106,BK0503,40.658302,-73.882849,40.658546,-73.88344,12/22/2017,New Construction,No,Non Prevailing Wage,0,1,30,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
44281,STANLEY COMMONS,12/31/2014,01/23/2018,981192.0,910,HENDRIX PLACE,Brooklyn,11207.0,3043750001.0,3425900.0,305,42,001106,BK0503,40.65867,-73.88313,40.658546,-73.88344,12/28/2017,New Construction,No,Non Prevailing Wage,0,0,31,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
44281,STANLEY COMMONS,12/31/2014,01/23/2018,981457.0,879,VAN SICLEN AVENUE,Brooklyn,11207.0,3043750001.0,3413779.0,305,42,001106,BK0503,40.658484,-73.884143,40.658546,-73.88344,04/26/2017,New Construction,No,Non Prevailing Wage,0,1,25,0,0,1,0,12,15,0,0,0,0,0,27,0,27,27
44281,STANLEY COMMONS,12/31/2014,01/23/2018,981458.0,869,VAN SICLEN AVENUE,Brooklyn,11207.0,3043750001.0,3413778.0,305,42,001106,BK0503,40.658652,-73.884265,40.658546,-73.88344,04/26/2017,New Construction,No,Non Prevailing Wage,0,1,30,0,0,0,0,12,15,4,0,0,0,0,31,0,31,31
44281,STANLEY COMMONS,12/31/2014,01/23/2018,981459.0,656,STANLEY AVENUE,Brooklyn,11207.0,3043750001.0,3413737.0,305,42,001106,BK0503,40.659132,-73.884397,40.658546,-73.88344,07/19/2017,New Construction,No,Non Prevailing Wage,0,0,31,0,0,0,0,15,16,0,0,0,0,0,31,0,31,31
44281,STANLEY COMMONS,12/31/2014,01/23/2018,981460.0,271,WORTMAN AVENUE,Brooklyn,11207.0,3043750001.0,3413736.0,305,42,001106,BK0503,40.657778,-73.883084,40.658546,-73.88344,01/23/2018,New Construction,No,Non Prevailing Wage,0,0,89,0,0,0,1,65,23,0,0,0,0,0,89,0,89,89
44282,NYCHA FULTON HOUSES,12/28/2016,11/20/2018,973906.0,425,WEST 18 STREET,Manhattan,10011.0,1007167506.0,1089965.0,104,3,000089,MN0401,40.743962,-74.004735,40.744212,-74.004803,11/20/2018,New Construction,No,Non Prevailing Wage,0,32,48,0,79,1,52,69,39,0,0,0,0,0,160,0,160,160
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,331134.0,633,MADISON STREET,Brooklyn,11221.0,3016410068.0,3425545.0,303,36,000293,BK0302,40.686892,-73.931765,40.687104,-73.931887,09/07/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927191.0,22,VAN BUREN STREET,Brooklyn,11221.0,3017950015.0,3425853.0,303,36,000263,BK0301,40.689937,-73.944263,40.689699,-73.944393,09/09/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927618.0,666,GREENE AVENUE,Brooklyn,11221.0,3018010008.0,3418212.0,303,36,000279,BK0302,40.689469,-73.941797,40.689231,-73.942025,02/05/2020,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927624.0,716,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910017.0,3425327.0,303,36,000263,BK0301,40.69067,-73.944382,40.690442,-73.94444,05/13/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927625.0,718,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910018.0,3425328.0,303,36,000263,BK0301,40.690676,-73.944321,40.690448,-73.944375,05/13/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927626.0,720,LAFAYETTE AVENUE,Brooklyn,11221.0,3017910019.0,3425329.0,303,36,000263,BK0301,40.690684,-73.944259,40.690453,-73.944306,05/13/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927981.0,494,GATES AVENUE,Brooklyn,11216.0,3018140015.0,3426344.0,303,36,000265,BK0301,40.686697,-73.946354,40.686494,-73.946167,08/21/2019,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,927982.0,327,CLIFTON PLACE,Brooklyn,11216.0,3017890080.0,3000000.0,303,36,000251,BK0301,40.689254,-73.950333,40.689487,-73.950217,01/04/2020,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,972362.0,461,TOMPKINS AVENUE,Brooklyn,11216.0,3018520009.0,3425165.0,303,36,000269,BK0301,40.681604,-73.943553,40.681617,-73.943272,08/09/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
44285,VAN BUREN/GREENE,06/30/2016,02/05/2020,972363.0,463,TOMPKINS AVENUE,Brooklyn,11216.0,3018520008.0,3421682.0,303,36,000269,BK0301,40.681538,-73.943539,40.681563,-73.943261,05/20/2019,New Construction,No,Non Prevailing Wage,0,0,0,0,2,0,0,1,0,1,0,0,0,0,1,1,2,2
44288,DEAN STREET RESIDENCES CONDOMINIUM,06/26/2014,06/18/2018,946784.0,203,MOTHER GASTON BOULEVARD,Brooklyn,11233.0,3014507501.0,3398696.0,316,37,036502,BK1601,40.674439,-73.908312,40.674401,-73.907966,06/08/2018,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
44288,DEAN STREET RESIDENCES CONDOMINIUM,06/26/2014,06/18/2018,947359.0,2390,DEAN STREET,Brooklyn,11233.0,3014507501.0,3399040.0,316,37,036502,BK1601,40.674579,-73.907955,40.674401,-73.907966,06/08/2018,New Construction,No,Non Prevailing Wage,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3
44288,DEAN STREET RESIDENCES CONDOMINIUM,06/26/2014,06/18/2018,947360.0,2394,DEAN STREET,Brooklyn,11233.0,3014507501.0,3399039.0,316,37,036502,BK1601,40.674573,-73.907858,40.674401,-73.907966,06/08/2018,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
44288,DEAN STREET RESIDENCES CONDOMINIUM,06/26/2014,06/18/2018,947361.0,2398,DEAN STREET,Brooklyn,11233.0,3014507501.0,3399038.0,316,37,036502,BK1601,40.674568,-73.90776,40.674401,-73.907966,06/18/2018,New Construction,No,Non Prevailing Wage,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,4,4
44295,Van Sinderen Plaza,06/29/2016,09/17/2021,965149.0,679,VAN SINDEREN AVENUE,Brooklyn,11207.0,3038507501.0,3427011.0,305,42,001132,BK0503,40.659906,-73.899419,40.659747,-73.899178,06/02/2020,New Construction,No,Non Prevailing Wage,11,22,68,0,0,1,0,47,39,16,0,0,0,0,102,0,102,102
44295,Van Sinderen Plaza,06/29/2016,09/17/2021,965150.0,170,NEW LOTS AVENUE,Brooklyn,11207.0,,,305,42,001132,BK0503,40.659157,-73.899099,,,09/17/2021,New Construction,No,Non Prevailing Wage,7,11,10,0,0,0,0,3,16,9,0,0,0,0,28,0,28,28
44319,Williamsburg Apartments,06/30/2014,12/29/2017,927209.0,37,MAUJER STREET,Brooklyn,11206.0,3027850042.0,3251772.0,301,34,000513,BK0102,40.710342,-73.949819,40.710542,-73.949808,05/18/2017,New Construction,No,Non Prevailing Wage,0,1,9,0,0,0,0,3,7,0,0,0,0,0,10,0,10,10
44319,Williamsburg Apartments,06/30/2014,12/29/2017,955279.0,37,TEN EYCK STREET,Brooklyn,11206.0,3027910035.0,3251778.0,301,34,000513,BK0102,40.709669,-73.949329,40.709889,-73.949203,01/31/2017,New Construction,No,Non Prevailing Wage,0,0,6,0,0,0,0,6,0,0,0,0,0,0,6,0,6,6
44319,Williamsburg Apartments,06/30/2014,12/29/2017,955280.0,33,TEN EYCK STREET,Brooklyn,11206.0,3027910037.0,3397100.0,301,34,000513,BK0102,40.709658,-73.949466,40.709864,-73.949473,12/29/2017,New Construction,No,Non Prevailing Wage,3,1,13,0,0,1,0,9,9,0,0,0,0,0,18,0,18,18
44319,Williamsburg Apartments,06/30/2014,12/29/2017,955283.0,356,BEDFORD AVENUE,Brooklyn,11249.0,3024307501.0,3397101.0,301,34,000551,BK0102,40.712164,-73.962789,40.712224,-73.963078,11/08/2017,New Construction,No,Non Prevailing Wage,5,1,13,0,0,0,0,6,10,3,0,0,0,0,19,0,19,19
44324,Clinton URA Site 7/CHDC,05/04/2015,10/03/2019,927213.0,525,WEST 52 STREET,Manhattan,10019.0,1010817501.0,1090143.0,104,3,013501,MN0402,40.766521,-73.992253,40.766837,-73.991971,03/22/2019,New Construction,No,Non Prevailing Wage,0,0,24,26,52,1,14,37,48,4,0,0,0,0,103,0,103,103
44332,HOPKINSON/PARK PLACE,02/10/2017,07/14/2021,975662.0,416,THOMAS S BOYLAND STREET,Brooklyn,11233.0,3014680063.0,3421942.0,316,41,000363,BK1601,40.67101,-73.914128,40.671076,-73.91455,07/14/2021,New Construction,No,Non Prevailing Wage,0,0,8,0,0,0,0,2,6,0,0,0,0,0,0,8,8,8
44332,HOPKINSON/PARK PLACE,02/10/2017,07/14/2021,1005272.0,1900,PARK PLACE,Brooklyn,11233.0,3014680056.0,3421943.0,316,41,000363,BK1601,40.671483,-73.914794,40.671301,-73.914589,06/23/2021,New Construction,No,Non Prevailing Wage,0,0,17,0,0,0,0,5,9,3,0,0,0,0,0,17,17,17
44333,HIGHBRIDGE CDC. 1448 PLIMPTON AVE. ARTSBRIDGE,08/21/2014,10/27/2017,955937.0,1450,PLIMPTON AVENUE,Bronx,10452.0,2028740027.0,2129309.0,204,16,021302,BX0403,40.843998,-73.922008,40.844063,-73.921693,10/27/2017,New Construction,No,Prevailing Wage,61,0,0,0,0,1,0,61,1,0,0,0,0,0,62,0,62,62
44339,BRONX COMMONS,12/28/2016,12/30/2019,974382.0,443,EAST 162 STREET,Bronx,10451.0,2023847501.0,2129268.0,203,17,000141,BX0301,40.824484,-73.912521,40.824527,-73.911527,12/30/2019,New Construction,No,Non Prevailing Wage,46,60,182,16,0,1,35,68,185,17,0,0,0,0,305,0,305,305
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,927586.0,617,CLEVELAND STREET,Brooklyn,11208.0,3040650022.0,3427213.0,305,42,001164,BK0502,40.669188,-73.883068,40.669289,-73.882833,03/29/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,927678.0,291,HINSDALE STREET,Brooklyn,11207.0,3037670010.0,3427190.0,305,42,001134,BK0502,40.667974,-73.89967,40.668012,-73.899396,04/06/2021,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,965968.0,289,HINSDALE STREET,Brooklyn,11207.0,3037670011.0,3252578.0,305,42,001134,BK0502,40.668009,-73.899681,40.668064,-73.89941,03/08/2021,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,965970.0,285,HINSDALE STREET,Brooklyn,11207.0,3037670013.0,3427192.0,305,42,001134,BK0502,40.668083,-73.899698,40.668168,-73.899435,10/28/2021,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969937.0,586,LINWOOD STREET,Brooklyn,11208.0,3040500025.0,3424962.0,305,42,001164,BK0502,40.670822,-73.881818,40.67082,-73.882056,10/21/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969938.0,669,LINWOOD STREET,Brooklyn,11208.0,,,305,42,001164,BK0502,40.66887,-73.881295,,,02/01/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969939.0,806,BLAKE AVENUE,Brooklyn,11207.0,3040580018.0,3089994.0,305,42,001160,BK0502,40.668721,-73.8888,40.668501,-73.888725,02/10/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969940.0,980,DUMONT AVENUE,Brooklyn,11208.0,3040810023.0,3252950.0,305,42,001120,BK0503,40.668078,-73.882374,40.667886,-73.882338,02/01/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969941.0,287,HINSDALE STREET,Brooklyn,11207.0,3037670012.0,3427191.0,305,42,001134,BK0502,40.668048,-73.899691,40.668116,-73.899421,03/26/2021,New Construction,No,Non Prevailing Wage,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,1,3,3
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969942.0,846,BLAKE AVENUE,Brooklyn,11207.0,3040600016.0,3424499.0,305,42,001160,BK0502,40.668956,-73.887225,40.668769,-73.887193,02/12/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969943.0,588,WARWICK STREET,Brooklyn,11207.0,3040620031.0,3421802.0,305,42,001162,BK0502,40.668821,-73.884687,40.668838,-73.884957,04/08/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969960.0,848,BLAKE AVENUE,Brooklyn,11207.0,3040600017.0,3424498.0,305,42,001160,BK0502,40.668964,-73.887167,40.668739,-73.887088,02/12/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,2
44340,BLAKE/HENDRIX,05/30/2018,10/28/2021,969961.0,586,WARWICK STREET,Brooklyn,11207.0,3040620030.0,3421801.0,305,42,001162,BK0502,40.668865,-73.884698,40.668888,-73.885008,07/16/2021,New Construction,No,Non Prevailing Wage,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,2,2
44348,Crossroads Plaza- Rental Low,01/28/2014,04/12/2017,950310.0,501,SOUTHERN BOULEVARD,Bronx,10455.0,2025827502.0,2128607.0,201,8,000031,BX0101,40.811296,-73.9054,40.811707,-73.905338,04/12/2017,New Construction,No,Non Prevailing Wage,0,28,107,0,0,1,0,7,83,46,0,0,0,0,136,0,136,136
44353,Walison. 280-282 E. Burnside Ave. Burnside Walton,06/26/2014,,926997.0,280,EAST BURNSIDE AVENUE,Bronx,10457.0,2028140073.0,2129357.0,205,15,000381,BX0502,40.851217,-73.90201,40.850806,-73.902011,,New Construction,No,Non Prevailing Wage,12,0,27,0,0,1,9,8,23,0,0,0,0,0,40,0,40,40
44353,Walison. 280-282 E. Burnside Ave. Burnside Walton,06/26/2014,,939117.0,2247,WALTON AVENUE,Bronx,10453.0,2031860076.0,2128908.0,205,14,000239,BX0503,40.857477,-73.90335,40.857515,-73.903613,,New Construction,No,Non Prevailing Wage,33,0,16,0,0,1,18,19,13,0,0,0,0,0,50,0,50,50
44357,Acacia Gardens,04/11/2016,08/24/2018,958188.0,401,EAST 120 STREET,Manhattan,10035.0,1018087501.0,1089835.0,111,8,000192,MN1102,40.798511,-73.933326,40.798728,-73.932867,08/24/2018,New Construction,No,Non Prevailing Wage,54,0,106,18,0,1,37,48,92,2,0,0,0,0,179,0,179,179
44371,Navy Green (Building R2),03/06/2014,03/25/2016,948016.0,8,VANDERBILT AVENUE,Brooklyn,11205.0,3020337502.0,3398205.0,302,35,000211,BK0203,40.69746,-73.97071,40.697534,-73.970966,03/25/2016,New Construction,No,Non Prevailing Wage,0,0,0,67,7,1,0,47,21,7,0,0,0,0,0,75,75,99
44388,2264 Morris Avenue,12/17/2015,12/26/2018,958153.0,2264,MORRIS AVENUE,Bronx,10453.0,2031717501.0,2013863.0,205,14,023704,BX0503,40.857456,-73.902308,40.857593,-73.901885,12/26/2018,New Construction,No,Non Prevailing Wage,31,0,62,0,0,1,31,23,26,14,0,0,0,0,94,0,94,94
44409,Crotona Terrace II,06/25/2015,01/12/2018,927022.0,1825,BOSTON ROAD,Bronx,10460.0,2029847503.0,2124684.0,203,17,000161,BX0303,40.838878,-73.885209,40.839197,-73.88566,01/12/2018,New Construction,No,Non Prevailing Wage,11,32,64,0,0,1,10,25,59,14,0,0,0,0,108,0,108,108
44431,WESTCHESTER MEWS,06/27/2017,10/22/2020,965100.0,2044,WESTCHESTER AVENUE,Bronx,10462.0,2038057502.0,2128441.0,209,18,000092,BX0903,40.833705,-73.856301,40.833463,-73.855648,09/30/2019,New Construction,No,Non Prevailing Wage,12,8,62,0,0,0,13,34,20,15,0,0,0,0,82,0,82,82
44431,WESTCHESTER MEWS,06/27/2017,10/22/2020,974694.0,2035,NEWBOLD AVENUE,Bronx,10462.0,2038057502.0,2128439.0,209,18,000092,BX0903,40.832722,-73.856202,40.833073,-73.855692,09/25/2020,New Construction,No,Non Prevailing Wage,19,13,91,0,0,1,35,33,37,19,0,0,0,0,124,0,124,124
44602,CYPRESS. 137 JAMAICA AVENUE,10/29/2015,01/02/2018,927742.0,137,JAMAICA AVENUE,Brooklyn,11207.0,3034870021.0,3326569.0,305,37,114201,BK0501,40.679166,-73.895294,40.679734,-73.8953,01/02/2018,New Construction,No,Prevailing Wage,53,0,0,0,0,1,0,53,1,0,0,0,0,0,54,0,54,54
